NOTE: Configuring authentication for SERVER mode.

pgAdmin 4 - Application Initialisation
======================================

postfix/postlog: starting the Postfix mail system
[2024-01-30 00:22:57 +0000] [1] [INFO] Starting gunicorn 20.1.0
[2024-01-30 00:22:57 +0000] [1] [INFO] Listening at: http://[::]:80 (1)
[2024-01-30 00:22:57 +0000] [1] [INFO] Using worker: gthread
[2024-01-30 00:22:57 +0000] [116] [INFO] Booting worker with pid: 116
::ffff:162.216.149.82 - - [30/Jan/2024:01:05:46 +0000] "GET / HTTP/1.1" 302 217 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:162.216.149.82 - - [30/Jan/2024:01:05:46 +0000] "GET /login?next=%2F HTTP/1.1" 200 6292 "http://54.170.48.98:8080/" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:58 +0000] "GET / HTTP/1.1" 302 217 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:58 +0000] "GET /login?next=%2F HTTP/1.1" 200 2345 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:59 +0000] "GET /static/js/generated/style.css?ver=80200 HTTP/1.1" 200 44193 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:59 +0000] "GET /static/js/generated/pgadmin.css?ver=80200 HTTP/1.1" 200 17391 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:59 +0000] "GET /static/js/generated/pgadmin.style.css?ver=80200 HTTP/1.1" 200 48847 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:59 +0000] "GET /static/vendor/require/require.min.js?ver=80200 HTTP/1.1" 200 6770 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:59 +0000] "GET /static/js/generated/vendor.react.js?ver=80200 HTTP/1.1" 200 109044 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:59 +0000] "GET /static/js/generated/pgadmin_commons.js?ver=80200 HTTP/1.1" 200 5712 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:59 +0000] "GET /static/js/generated/vendor.main.js?ver=80200 HTTP/1.1" 200 114970 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:10:59 +0000] "GET /static/js/generated/vendor.sqleditor.js?ver=80200 HTTP/1.1" 200 309649 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:11:00 +0000] "GET /static/js/generated/vendor.others.js?ver=80200 HTTP/1.1" 200 831996 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:11:00 +0000] "GET /static/js/generated/fonts/Roboto-Regular..ttf HTTP/1.1" 200 0 "http://website.zz.cloudns.ph:8080/static/js/generated/pgadmin.style.css?ver=80200" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:11:00 +0000] "GET /static/js/generated/security.pages.js?ver=80200 HTTP/1.1" 200 117455 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:11:00 +0000] "GET /browser/js/endpoints.js?ver=80200 HTTP/1.1" 200 3124 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:105.66.135.6 - - [30/Jan/2024:02:11:00 +0000] "GET /tools/translations.js?ver=80200 HTTP/1.1" 200 321 "http://website.zz.cloudns.ph:8080/login?next=%2F" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
::ffff:197.230.59.5 - - [30/Jan/2024:02:11:02 +0000] "GET /login?next=/ HTTP/1.1" 200 2339 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::ffff:197.230.59.5 - - [30/Jan/2024:02:11:03 +0000] "GET /static/js/generated/pgadmin.css?ver=80200 HTTP/1.1" 200 17391 "http://website.zz.cloudns.ph:8080/login?next=/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
